264	442	32	+
480	633	32	+
289	644	32	+
190	777	32	+
375	730	32	+
123	548	32	+
263	617	32	+
133	475	32	+
257	782	32	+
14	656	32	+
157	540	32	+
157	857	32	+
540	857	32	+
506	979	32	+
141	426	32	+
362	935	32	+
273	301	32	+
206	225	32	+
184	398	32	+
237	933	32	+
821	834	32	+
232	849	32	+
287	745	32	+
163	857	32	+
420	948	32	+
286	339	32	+
286	924	32	+
339	924	32	+
191	321	32	+
504	883	32	+
369	672	32	+
893	996	32	+
83	754	32	+
208	245	32	+
962	965	32	+
803	853	32	+
253	414	32	+
82	935	32	+
72	715	32	+
72	727	32	+
715	727	32	+
103	614	32	+
537	753	32	+
587	684	32	+
386	687	32	+
624	836	32	+
599	713	32	+
205	618	32	+
205	814	32	+
618	814	32	+
317	596	32	+
512	685	32	+
65	986	32	+
1	307	32	+
538	721	32	+
581	779	32	+
204	839	32	+
455	898	32	+
121	268	32	+
121	370	32	+
268	370	32	+
226	253	32	+
140	959	32	+
365	755	32	+
315	558	32	+
315	992	32	+
558	992	32	+
250	860	32	+
713	747	32	+
227	376	32	+
725	870	32	+
128	611	32	+
11	585	32	+
2	459	32	+
166	407	32	+
224	343	32	+
181	818	32	+
652	864	32	+
402	915	32	+
599	841	32	+
313	368	32	+
469	794	32	+
93	390	32	+
309	372	32	+
79	403	32	+
75	915	32	+
425	468	32	+
5	904	32	+
165	757	32	+
194	232	32	+
24	259	32	+
33	420	32	+
182	956	32	+
99	484	32	+
7	811	32	+
618	641	32	+
347	997	32	+
815	947	32	+
694	869	32	+
747	841	32	+
595	995	32	+
820	929	32	+
47	984	32	+
847	871	32	+
127	410	32	+
63	512	32	+
315	858	32	+
97	723	32	+
267	911	32	+
247	505	32	+
385	786	32	+
385	855	32	+
786	855	32	+
431	499	32	+
415	474	32	+
81	953	32	+
362	383	32	+
291	762	32	+
321	732	32	+
604	770	32	+
168	339	32	+
168	593	32	+
339	593	32	+
519	882	32	+
40	71	32	+
40	218	32	+
40	851	32	+
71	218	32	+
71	851	32	+
218	851	32	+
110	374	32	+
567	628	32	+
558	569	32	+
339	966	32	+
21	221	32	+
458	784	32	+
771	825	32	+
154	591	32	+
296	704	32	+
296	902	32	+
704	902	32	+
867	991	32	+
650	678	32	+
648	813	32	+
195	356	32	+
185	981	32	+
248	428	32	+
784	786	32	+
16	607	32	+
233	374	32	+
472	600	32	+
426	967	32	+
303	339	32	+
195	750	32	+
155	401	32	+
758	915	32	+
669	776	32	+
641	858	32	+
499	906	32	+
182	705	32	+
505	744	32	+
338	619	32	+
110	233	32	+
379	534	32	+
549	772	32	+
90	645	32	+
854	860	32	+
633	978	32	+
491	604	32	+
184	672	32	+
556	707	32	+
396	957	32	+
22	346	32	+
22	926	32	+
346	926	32	+
317	408	32	+
476	731	32	+
565	980	32	+
525	948	32	+
519	978	32	+
228	395	32	+
79	945	32	+
514	632	32	+
317	665	32	+
408	665	32	+
104	639	32	+
200	245	32	+
598	740	32	+
159	376	32	+
276	390	32	+
62	580	32	+
161	613	32	+
532	609	32	+
513	945	32	+
238	277	32	+
82	549	32	+
63	347	32	+
283	339	32	+
283	353	32	+
339	353	32	+
40	266	32	+
218	266	32	+
266	851	32	+
226	592	32	+
226	755	32	+
592	755	32	+
613	835	32	+
625	851	32	+
761	794	32	+
207	573	32	+
122	858	32	+
158	744	32	+
438	700	32	+
14	418	32	+
277	284	32	+
290	441	32	+
290	785	32	+
441	785	32	+
43	184	32	+
43	672	32	+
473	913	32	+
404	535	32	+
680	938	32	+
198	341	32	+
9	216	32	+
174	734	32	+
760	946	32	+
916	957	32	+
254	409	32	+
115	893	32	+
829	933	32	+
568	784	32	+
227	927	32	+
13	329	32	+
552	944	32	+
465	902	32	+
393	487	32	+
661	784	32	+
156	469	32	+
37	743	32	+
