863	949	32	+
64	552	32	+
262	324	32	+
114	924	32	+
450	453	32	+
154	373	32	+
154	591	32	+
373	591	32	+
324	691	32	+
71	851	32	+
65	277	32	+
65	689	32	+
277	689	32	+
294	323	32	+
195	356	32	+
299	807	32	+
122	618	32	+
418	656	32	+
291	762	32	+
583	660	32	+
604	623	32	+
550	922	32	+
268	937	32	+
415	880	32	+
340	847	32	+
138	969	32	+
590	606	32	+
908	995	32	+
599	713	32	+
779	874	32	+
215	668	32	+
85	659	32	+
85	883	32	+
659	883	32	+
576	695	32	+
344	511	32	+
782	800	32	+
410	929	32	+
851	918	32	+
73	667	32	+
878	961	32	+
505	902	32	+
618	702	32	+
252	319	32	+
424	526	32	+
558	618	32	+
613	663	32	+
174	969	32	+
409	655	32	+
163	857	32	+
69	375	32	+
177	667	32	+
760	949	32	+
184	672	32	+
132	699	32	+
421	723	32	+
377	855	32	+
587	776	32	+
427	680	32	+
75	681	32	+
328	509	32	+
365	880	32	+
274	288	32	+
353	718	32	+
409	709	32	+
390	541	32	+
390	816	32	+
541	816	32	+
394	793	32	+
292	920	32	+
94	803	32	+
361	514	32	+
291	971	32	+
14	418	32	+
98	602	32	+
506	660	32	+
587	669	32	+
587	692	32	+
669	692	32	+
558	569	32	+
245	959	32	+
230	927	32	+
158	247	32	+
207	955	32	+
784	855	32	+
177	796	32	+
233	374	32	+
215	597	32	+
771	825	32	+
671	893	32	+
397	723	32	+
725	870	32	+
112	532	32	+
112	954	32	+
532	954	32	+
273	301	32	+
470	486	32	+
855	982	32	+
84	590	32	+
98	531	32	+
141	595	32	+
779	951	32	+
651	937	32	+
391	781	32	+
526	1001	32	+
400	731	32	+
175	223	32	+
646	805	32	+
82	214	32	+
453	726	32	+
391	431	32	+
175	250	32	+
1	496	32	+
191	321	32	+
83	907	32	+
629	685	32	+
46	533	32	+
345	925	32	+
345	945	32	+
925	945	32	+
51	836	32	+
659	872	32	+
722	884	32	+
604	899	32	+
325	710	32	+
325	754	32	+
710	754	32	+
99	845	32	+
152	715	32	+
592	683	32	+
560	928	32	+
820	929	32	+
275	571	32	+
4	286	32	+
587	841	32	+
79	925	32	+
619	625	32	+
408	665	32	+
168	862	32	+
365	592	32	+
130	149	32	+
113	380	32	+
356	697	32	+
252	336	32	+
319	336	32	+
387	972	32	+
120	834	32	+
41	837	32	+
300	947	32	+
324	367	32	+
608	772	32	+
317	408	32	+
317	468	32	+
317	844	32	+
408	468	32	+
408	844	32	+
468	844	32	+
277	986	32	+
30	968	32	+
601	895	32	+
397	421	32	+
133	788	32	+
453	724	32	+
542	741	32	+
802	917	32	+
237	323	32	+
385	459	32	+
385	661	32	+
459	661	32	+
7	422	32	+
7	721	32	+
422	721	32	+
727	957	32	+
210	749	32	+
342	679	32	+
84	365	32	+
323	933	32	+
179	268	32	+
72	715	32	+
72	848	32	+
715	848	32	+
190	407	32	+
332	767	32	+
386	797	32	+
341	447	32	+
281	486	32	+
281	612	32	+
486	612	32	+
621	698	32	+
573	785	32	+
249	490	32	+
73	722	32	+
402	681	32	+
172	411	32	+
88	491	32	+
155	244	32	+
657	773	32	+
371	514	32	+
602	863	32	+
542	553	32	+
11	585	32	+
22	642	32	+
599	747	32	+
599	749	32	+
747	749	32	+
217	362	32	+
122	858	32	+
676	875	32	+
65	737	32	+
320	667	32	+
154	880	32	+
114	987	32	+
714	877	32	+
283	353	32	+
506	583	32	+
506	979	32	+
583	979	32	+
192	352	32	+
402	758	32	+
394	998	32	+
442	648	32	+
128	611	32	+
379	534	32	+
71	856	32	+
399	833	32	+
679	954	32	+
274	896	32	+
430	997	32	+
314	781	32	+
423	977	32	+
40	218	32	+
319	326	32	+
182	956	32	+
